%:12	% NULL:3	% hộ:3	% là:3	% số:3	&:75	& bảo_vệ:9	& eve:3	& hai:3	& kế_hoạch_hóa:3
& môi_trường:15	& nhà_đất:6	& ptnt:24	& vật_tư:6	& xh:3	& xã_hội:3	*e*:5802	*e* *e*:81	*e* *t*:6	*e* 47%:3
nước tham_gia:3	nước thoát:6	nước thành:3	nước thành_viên:3	nước thái:9	nước thái_lan:3	nước thì:9	nước thảm_kịch:3	nước thứ:3	nước tinh_khiết:3
nước tiên:6	nước tp:6	nước triều:3	nước triệt_tiêu:3	nước trong:12	nước trong_vắt:3	nước trà:3	nước tràn:3	nước trái_cây:6	nước trên:6
nước trước:3	nước trở:3	nước tuôn:3	nước táo:3	nước tìm:3	nước tí:3	nước tôi:3	nước tù:3	nước tương:3	nước tưới:3
nước tất_cả:3	nước tỉ_lệ:3	nước tốt:3	nước tới:3	nước từ:12	nước tự_nhiên:3	nước uống:9	nước vai:3	nước việt:12	nước vn:3
nước vy:3	nước và:6	nước vài:3	nước vào:9	nước vì:3	nước văn_phòng:3	nước vẫn:6	nước về:6	nước với:15	nước vừa:3
nước xa_xôi:3	nước xhcn:3	nước xuống:3	nước xà_phòng:3	nước ào:3	nước ào_ào:3	nước ém:3	nước ép:3	nước ông:3	nước đang:6
nước đen:3	nước đi:3	nước đoàn_kết:3	nước đàn_ông:3	nước đánh:3	nước đã:24	nước đô_thị:3	nước được:12	nước đạo:3	nước đầu:3
nước đầy:3	nước đặc_biệt:3	nước đều:3	nước để:18	nước đục:3	nước đục_khoét:3	nước ước_tính:3	nước ấy:3	nước_cường:6	nước_cường *e*:3
nước_cường lúc:3	nước_da:18	nước_da cháy:3	nước_da màu:3	nước_da thâm_tái:3	nước_da xanh:3	nước_da xanh_mét:3	nước_da đen:3	nước_hoa:3	nước_hoa NULL:3
nước_khoáng:6	nước_khoáng NULL:3	nước_khoáng guanzihling:3	nước_lợ:3	nước_lợ NULL:3	nước_miếng:9	nước_miếng cứ:3	nước_miếng liên_hồi:3	nước_miếng trong:3	nước_máy:3
nước_máy lại:3	nước_mắm:9	nước_mắm cả:3	nước_mắm nước_tương:3	nước_mắm phước_hương:3	nước_mắt:117	nước_mắt *e*:6	nước_mắt NULL:24	nước_mắt bằng:3	nước_mắt cay_đắng:3
nước_mắt chan_hòa:3	nước_mắt chồng:3	nước_mắt chực:3	nước_mắt cả:3	nước_mắt cảm_thông:3	nước_mắt của:9	nước_mắt cứ:3	nước_mắt gia_đình:3	nước_mắt khi:3	nước_mắt khóc:3
nước_mắt long_lanh:3	nước_mắt lấy:3	nước_mắt mình:3	nước_mắt mồ_hôi:3	nước_mắt ngỡ:3	nước_mắt nữa:3	nước_mắt thảo:3	nước_mắt thấm:3	nước_mắt trong:3	nước_mắt và:3
nước_mắt vẫn:3	nước_mắt đem:3	nước_mắt đưa:3	nước_mắt đầm_đìa:3	nước_mắt ấy:3	nước_mặn:24	nước_mặn NULL:9	nước_mặn cũng:3	nước_mặn ngập:3	nước_mặn sáu_kế:3
nước_mặn xâm_nhập:3	nước_mặn xóa_sổ:3	nước_ngoài:165	nước_ngoài *t*:3	nước_ngoài NULL:39	nước_ngoài bên:3	nước_ngoài chủ_yếu:3	nước_ngoài các:3	nước_ngoài còn:3	nước_ngoài công_việc:3
nước_ngoài duy_nhất:3	nước_ngoài giám_đốc:3	nước_ngoài học_tập:3	nước_ngoài khi:3	nước_ngoài liên_quan:3	nước_ngoài mà:3	nước_ngoài mạnh_dạn:3	nước_ngoài một_cách:3	nước_ngoài ngại_ngần:3	nước_ngoài như:3
nước_ngoài nhưng:9	nước_ngoài nvonn:3	nước_ngoài nói:3	nước_ngoài nữa:3	nước_ngoài phượng:3	nước_ngoài thì:3	nước_ngoài trao_đổi:3	nước_ngoài tài_trợ:3	nước_ngoài tại:3	nước_ngoài từ:3
nước_ngoài và:6	nước_ngoài xinh_đẹp:3	nước_ngoài xã:3	nước_ngoài ông:3	nước_ngoài đang:9	nước_ngoài đi:3	nước_ngoài đã:6	nước_ngoài đầu_tư:3	nước_ngoài để:6	nước_ngầm:9
nước_ngầm khoảng:3	nước_ngầm thấm:3	nước_ngầm ở:3	nước_ngọt:24	nước_ngọt NULL:3	nước_ngọt chúng_tôi:3	nước_ngọt còn:3	nước_ngọt cũng:3	nước_ngọt mọi:3	nước_ngọt một_ít:3
nước_ngọt nơi:3	nước_ngọt đặt:3	nước_nhà:12	nước_nhà NULL:3	nước_nhà đang:3	nước_nhà độc_lập:6	nước_nôi:3	nước_nôi xấu:3	nước_ròng:6	nước_ròng NULL:3
nước_ròng nửa_đêm:3	nước_sạch:3	nước_sạch cho:3	nước_sốt:6	nước_sốt NULL:3	nước_sốt còn:3	nước_tương:3	nước_tương của:3	nước_ối:3	nước_ối tràn:3
nướng:30	nướng *e*:3	nướng a:6	nướng bình_dân:3	nướng hết:3	nướng khoảng:3	nướng làm:3	nướng món:3	nướng thì:3	nướng với:3
nườm_nượp:6	nườm_nượp tấp_nập:3	nườm_nượp về:3	nại:3	nại rằng:3	nạn:45	nạn buôn:6	nạn chiếm:3	nạn cán_bộ:3	nạn cư_dân:3
nạn của:3	nạn lấn_chiếm:3	nạn mãi_lộ:3	nạn phá:3	nạn trộm:3	nạn từ:3	nạn vì:3	nạn xảy:3	nạn đang:3	nạn đã:3
nạn_nhân:186	nạn_nhân NULL:24	nạn_nhân bị:9	nạn_nhân chiến_tranh:3	nạn_nhân chưa:3	nạn_nhân chất_độc:33	nạn_nhân chỉ:3	nạn_nhân còn:3	nạn_nhân cũng:6	nạn_nhân của:15
nạn_nhân gà:3	nạn_nhân gửi:3	nạn_nhân khai:3	nạn_nhân khác:3	nạn_nhân không:6	nạn_nhân liên_lạc:3	nạn_nhân mới:3	nạn_nhân ngất_xỉu:3	nạn_nhân như_là:3	nạn_nhân như_vậy:3
nạn_nhân này:3	nạn_nhân nên:3	nạn_nhân nữa:3	nạn_nhân sẽ:3	nạn_nhân tham_gia:3	nạn_nhân thiệt_mạng:3	nạn_nhân trong:3	nạn_nhân trước:3	nạn_nhân và:6	nạn_nhân vì:3
nạn_nhân với:3	nạn_nhân ông:3	nạn_nhân đó:3	nạn_nhân được:3	nạn_nhân đầu_tiên:3	nạn_nhân ở:6	nạng:3	nạng sắt:3	nạo:6	nạo chuyển:3
nạo được:3	nạo_vét:21	nạo_vét các:3	nạo_vét cống:3	nạo_vét dòng:6	nạo_vét hoặc:3	nạo_vét lòng_sông:3	nạo_vét xong:3	nản:12	nản NULL:3
nản chỉ:3	nản nhưng:3	nản với:3	nản_lòng:3	nản_lòng NULL:3	nảy:12	nảy mầm:3	nảy ra:6	nảy sang:3	nảy_nở:6
nảy_nở NULL:3	nảy_nở cây_cối:3	nảy_sinh:9	nảy_sinh nhanh_chóng:3	nảy_sinh nhiều:3	nảy_sinh tình:3	nấc:9	nấc tuổi:9	nấm:12	nấm mồ:3
nấm mộ:9	nấm_mồ:6	nấm_mồ liệt_sĩ:6	nấn_ná:3	nấn_ná chần_chừ:3	nấp:6	nấp dưới:3	nấp ở:3	nấu:60	nấu cao:12
nấu chỗ:3	nấu cơm:18	nấu hùng:3	nấu hồi:3	nấu khoai:3	nấu một:3	nấu nước:3	nấu thuê:3	nấu thịt:3	nấu với:3
nấu được:3	nấu_nướng:6	nấu_nướng chẳng:3	nấu_nướng và:3	nấu_ăn:12	nấu_ăn NULL:6	nấu_ăn khổ_cực:3	nấu_ăn trang_trí:3	nấy:9	nấy NULL:9
nẩy:3	nẩy tung:3	nậm_cắn:3	nậm_cắn *t*:3	nậm_ngừm:9	nậm_ngừm NULL:3	nậm_ngừm bằng:3	nậm_ngừm cỏ_tranh:3	nắm:93	nắm bộ:3
nắm chắc:6	nắm chặt:9	nắm các:3	nắm cơm:3	nắm dây_điện:3	nắm hai:3	nắm kinh_tế:3	nắm làu_làu:3	nắm lại:3	nắm lấy:6
nắm quyền:3	nắm rõ:12	nắm sát:3	nắm tay:6	nắm tiền:3	nắm tình_hình:3	nắm vững:3	nắm được:12	nắm đất:3	nắm_bắt:6
nắm_bắt nhiều:3	nắm_bắt tùng:3	nắn_nót:6	nắn_nót bằng:3	nắn_nót viết:3	nắng:72	nắng NULL:3	nắng bằng:3	nắng che:3	nắng cháy:3
nắng chói_chang:3	nắng còn:3	nắng của:3	nắng gắt:6	nắng như:3	nắng nóng:9	nắng quá:3	nắng sạm:3	nắng trưa:3	nắng vỡ:3
nắng xuân:3	nắng đã:3	nắng đầu:9	nắng ấm:3	nắng ấm_áp:3	nắng_mưa:15	nắng_mưa NULL:6	nắng_mưa bất_kể:3	nắng_mưa trên:6	nắp:12
nắp bút:3	nắp cầu_dao:3	nắp cống:3	nắp hố_ga:3	nằm:429	nằm NULL:3	nằm bên:15	nằm bất_tỉnh:3	nằm bất_động:6	nằm bếp:3
nằm bệnh:3	nằm bệnh_viện:3	nằm chung:3	nằm chình_ình:3	nằm chòi:3	nằm chỉ:3	nằm chờ:6	nằm cách:9	nằm có_thể:3	nằm cạnh:3
nằm dài:3	nằm dưới:6	nằm dọc:3	nằm giữa:12	nằm gần:3	nằm gọn:6	nằm hun_hút:3	nằm im:6	nằm khuất:3	nằm không:3
nằm kèo:3	nằm kế:3	nằm la_liệt:3	nằm liệt_giường:6	nằm lì:3	nằm lòng:3	nằm lại:30	nằm lẩn_khuất:3	nằm lặng_lẽ:3	nằm lọt_lòng:3
nằm lọt_thỏm:6	nằm màn:3	nằm một:6	nằm ngay:9	nằm nghe:3	nằm ngoài:9	nằm nguyên:3	nằm ngủ:3	nằm nhưng:3	nằm nép:6
nằm nói:3	nằm oai_vệ:3	nằm phục:3	nằm rõ_ràng:3	nằm rải_rác:9	nằm san_sát:3	nằm sát:6	nằm sát_nách:3	nằm sâu:9	nằm theo:3
nằm thỏm:3	nằm toán:3	nằm trong:57	nằm trên:42	nằm trơ_trụi:3	nằm ven:6	nằm viện:3	nằm võng:3	nằm vật:3	nằm xuống:3
nằm yên:3	nằm úp_thìa:3	nằm ẩn:3	nằm ở:21	nằm_bẹp:3	nằm_bẹp gí:3	nằm_vùng:6	nằm_vùng NULL:3	nằm_vùng hoạt_động:3	nằm_xuống:21
nằm_xuống *e*:3	nằm_xuống cho:3	nằm_xuống cũng:3	nằm_xuống không:3	nằm_xuống nơi:3	nằm_xuống vẫn:3	nằm_xuống về:3	nằng_nặc:6	nằng_nặc đòi:6	nặc_danh:12
nặc_danh NULL:6	nặc_danh làm:3	nặc_danh tố_cáo:3	nặm_ngập:3	nặm_ngập cổng_trời:3	nặng:153	nặng 1_,_2:3	nặng 2,7:3	nặng 30:3	nặng 35:3
nặng 54n-7:3	nặng 57:3	nặng 7:3	nặng NULL:18	nặng anh:3	nặng buồn:3	nặng bị:3	nặng chiều:3	nặng chưa:3	nặng cố_định:3
nặng dứt_khoát:3	nặng giàu:3	nặng góp_phần:3	nặng gần:3	nặng hàng:3	nặng hơn:3	nặng khó:3	nặng lên:3	nặng lưu_thông:6	nặng mới:3
nặng nghĩa_vụ:3	nặng như:3	nặng nhẹ:6	nặng những:3	nặng này:3	nặng oằn:3	nặng phải:3	nặng tiền_bạc:3	nặng trong:9	nặng trên:12
nặng tới:6	nặng âm_sắc:3	nặng đã:3	nặng được:3	nặng_lãi:3	nặng_lãi đối_với:3	nặng_lời:3	nặng_lời với:3	nặng_nhọc:9	nặng_nhọc NULL:3
nặng_nhọc uốn:3	nặng_nhọc để:3	nặng_nề:60	nặng_nề NULL:15	nặng_nề của:3	nặng_nề dọc:3	nặng_nề khi:3	nặng_nề một:3	nặng_nề nhưng:3	nặng_nề nhất:6
nặng_nề sau:3	nặng_nề trong:3	nặng_nề trên:3	nặng_nề tại:3	nặng_nề với:3	nặng_nề đang:3	nặng_nề đẩy:3	nặng_nề đẫm:3	nặng_trĩu:9	nặng_trĩu NULL:3
nặng_trĩu suy_tư:3	nặng_trĩu đau_buồn:3	nẹp:3	nẹp bột:3	nẻo:3	nẻo đường:3	nếm:12	nếm mùi:6	nếm thử:3	nếm vị:3
nếm_trải:6	nếm_trải NULL:3	nếm_trải đủ:3	nến:6	nến cháy:3	nến nhỏ:3	nếp:18	nếp NULL:3	nếp nghĩ:3	nếp nhà:6
nếp sinh_hoạt:3	nếp tình_làng_nghĩa_xóm:3	nết_na:3	nết_na NULL:3	nếu:699	nếu *e*:174	nếu *t*:78	nếu *t*-1:3	nếu ai:6	nếu anh:12
nếu anh_em:3	nếu bà_con:3	nếu bạn:3	nếu bị:9	nếu chiến_tranh:3	nếu chiều:3	nếu chúng:3	nếu chúng_ta:6	nếu chẳng:3	nếu chặn:3
nếu chỉ:6	nếu chở:3	nếu chủ_động:3	nếu con:6	nếu cuộc:3	nếu càng:3	nếu các:6	nếu câu_chuyện:6	nếu có:45	nếu cô:15
nếu cần_thiết:3	nếu cứ:3	nếu do:3	nếu dịch_vụ:3	nếu gặp:3	nếu hòa_bình:3	nếu hạnh:3	nếu hợp:3	nếu khách:3	nếu không:18
nếu kim:6	nếu kẻ:3	nếu kịch_bản:3	nếu liên:3	nếu là:3	nếu làm:6	nếu lào:3	nếu lá_ngón:3	nếu lần:3	nếu lỡ:3
nếu muốn:9	nếu mình:3	nếu mũ:3	nếu mấy:3	nếu nghĩ:3	nếu nguyễn_khánh:3	nếu ngày:3	nếu người_ta:3	nếu như:6	nếu những:3
nếu phỉ:3	nếu quá:3	nếu quá_lắm:3	nếu quả:3	nếu sai:3	nếu sau_này:6	nếu so:3	nếu sơ_ý:3	nếu sự_thật:3	nếu tham_tán:3
nếu thông_tin:6	nếu thư:3	nếu trọng_tài:3	nếu tính:3	nếu tôi:18	nếu tùng:6	nếu tất_cả:3	nếu việc:3	nếu vào:3	nếu vì:6
nếu xin:3	nếu xảy:3	nếu xếp:3	nếu ách_tắc:3	nếu ðầu_tư:3	nếu ông:12	nếu ăcqui:3	nếu đi:6	nếu điều:3	nếu điều_kiện:3
nếu đoàn:3	nếu đà:3	nếu đào:3	nếu đánh:3	nếu đây:6	nếu đơn_vị:3	nếu được:12	nếu để:3	nếu địch:6	nếu_không:3
nếu_không làm_sao:3	nếu_như:12	nếu_như *t*:3	nếu_như năm:3	nếu_như th:3	nếu_như đang:3	nếu_vậy:3	nếu_vậy *e*:3	nề:9	nề NULL:3
nề nguy_hiểm:6	nề_hà:3	nề_hà thầm_lặng:3	nền:72	nền NULL:3	nền báo_chí:3	nền công_nghiệp:6	nền căn:3	nền cũng:3	nền gạch:3
nền hòa_bình:3	nền kinh_tế:6	nền nhà:15	nền thọc:3	nền trời:3	nền tài_chính:3	nền văn_hóa:9	nền đất:9	nền_móng:3	nền_móng NULL:3
nền_nếp:3	nền_nếp lắm:3	nể:15	nể NULL:3	nể cũng:3	nể hải:3	nể nhất:3	nể thượng_đài:3	nện:3	nện ngày:3
nịt:3	nịt xông:3	nọ:45	nọ NULL:6	nọ bao_nhiêu:3	nọ biết:3	nọ bà:3	nọ cái:3	nọ kể:6	nọ làm:3
nọ mời:3	nọ nối_liền:3	nọ quen_biết:3	nọ thằng:3	nọ trích:3	nọ tả:3	nọc_độc:3	nọc_độc của:3	nối:63	nối NULL:3
nối các:3	nối dài:3	nối dây:3	nối dây_điện:3	nối liền:3	nối lại:3	nối miệng:3	nối mukdahan:3	nối nhau:3	nối nhịp:3
nối nữa:3	nối qua:3	nối quan_hệ:3	nối rộng:6	nối thông:3	nối từ:3	nối với:6	nối đường:3	nối_liền:6	nối_liền chữ_cái:3
nối_liền với:3	nối_tiếp:6	nối_tiếp NULL:3	nối_tiếp nhau:3	nối_đuôi:6	nối_đuôi nhau:3	nối_đuôi và:3	nốt:6	nốt phần:3	nốt sần:3
nồi:12	nồi 3,34triệu:3	nồi cơm:3	nồi nấu:3	nồi tùy:3	nồm:3	nồm sang:3	nồng:6	nồng mùi:3	nồng và:3
nồng_cháy:3	nồng_cháy những:3	nồng_hậu:3	nồng_hậu ấy:3	nồng_nhiệt:3	nồng_nhiệt hơn:3	nồng_nặc:3	nồng_nặc NULL:3	nồng_thắm:3	nồng_thắm nghĩa_tình:3
nổ:87	nổ *e*:3	nổ NULL:12	nổ cho:3	nổ cả:3	nổ giòn:3	nổ hiện_nay:3	nổ lớn:3	nổ máy:9	nổ nhưng:3
nổ nếu:3	nổ phát:3	nổ ra:9	nổ rần_rần:3	nổ súng:3	nổ tung:3	nổ tại:6	nổ vang:3	nổ xe:3	nổ xảy:3
nổ ông:3	nổ ở:3	nổ_mìn:3	nổ_mìn vang_vọng:3	nổ_súng:3	nổ_súng nhưng:3	nổi:162	nổi 10.000:3	nổi NULL:21	nổi ai:6
nổi bão:3	nổi bữa:3	nổi cho:3	nổi chuyện:3	nổi có:6	nổi cú:3	nổi cơn:3	nổi cả:3	nổi gió:6	nổi học_phí:3
nổi khách:3	nổi là:6	nổi lên:36	nổi lớp:3	nổi lửa:3	nổi m:3	nổi mấy:3	nổi mỗi:3	nổi mới:3	nổi như:6
nổi nữa:3	nổi phải:6	nổi thì:6	nổi trước:3	nổi tột_cùng:3	nổi vợ_chồng:3	nổi đâu:3	nổi_bật:15	nổi_bật của:3	nổi_bật là:3
nổi_bật nào:3	nổi_bật thứ:6	nổi_danh:3	nổi_danh tới:3	nổi_nóng:6	nổi_nóng nhưng:3	nổi_nóng vô_cớ:3	nổi_tiếng:93	nổi_tiếng *t*:3	nổi_tiếng NULL:6
nổi_tiếng bán:3	nổi_tiếng bằng:3	nổi_tiếng cho:3	nổi_tiếng chung_thủy:3	nổi_tiếng của:3	nổi_tiếng dày:3	nổi_tiếng dân:3	nổi_tiếng là:9	nổi_tiếng martin:3	nổi_tiếng mà:3
nổi_tiếng ngỗ_ngược:3	nổi_tiếng như:9	nổi_tiếng nhưng:3	nổi_tiếng này:3	nổi_tiếng sợ:3	nổi_tiếng thứ:3	nổi_tiếng tuy:3	nổi_tiếng tàn_bạo:3	nổi_tiếng và:3	nổi_tiếng về:3
nổi_tiếng với:6	nổi_tiếng xứ:3	nổi_tiếng ở:3	nổi_trội:6	nổi_trội NULL:3	nổi_trội nhất:3	nổng:6	nổng cát:6	nỗ_lực:18	nỗ_lực của:6
nỗ_lực giúp:3	nỗ_lực học_tập:3	nỗ_lực lớn_lao:3	nỗ_lực nhằm:3	nỗi:192	nỗi buồn:12	nỗi bất_hạnh:6	nỗi bất_lực:3	nỗi con:3	nỗi dấm_dứt:3
nỗi e_sợ:3	nỗi hoài_nghi:3	nỗi khát_vọng:3	nỗi khổ:9	nỗi khổ_tâm:3	nỗi khủng_khiếp:3	nỗi lo:9	nỗi mỗi:3	nỗi nhiều:3	nỗi nhớ:9
nỗi oan:3	nỗi sợ_hãi:9	nỗi tuyệt_vọng:6	nỗi từ:3	nỗi ám_ảnh:6	nỗi đau:87	nỗi ước_ao:3	nỗi_buồn:3	nỗi_buồn của:3	nỗi_lòng:3
nỗi_lòng của:3	nỗi_niềm:9	nỗi_niềm của:3	nỗi_niềm vọng:3	nỗi_niềm đau_đáu:3	nội:33	nội 7:3	nội NULL:3	nội bất:3	nội ngoại:9
nội rất:3	nội thủ_lĩnh:3	nội trong:3	nội và:3	nội đi:3	nội_bộ:9	nội_bộ NULL:6	nội_bộ công_ty:3	nội_chiến:3	nội_chiến ở:3
nội_chính:3	nội_chính họ:3	nội_các:3	nội_các chung:3	nội_dung:66	nội_dung NULL:3	nội_dung bộ:3	nội_dung bức:3	nội_dung chi:3	nội_dung chuyển:3
nội_dung các:6	nội_dung cũng:3	nội_dung cố_ý:3	nội_dung giải_trình:3	nội_dung hãng:3	nội_dung không:6	nội_dung như_vậy:3	nội_dung những:3	nội_dung thư:3	nội_dung tái_hiện:3
nội_dung vụ_việc:3	nội_dung ông:3	nội_dung đánh_đôi:3	nội_dung đơn:3	nội_dung đối_chất:3	nội_thành:18	nội_thành NULL:3	nội_thành mua:3	nội_thành nhưng:3	nội_thành qua:3
nội_thành ra:3	nội_thành sài_gòn:3	nội_thương:3	nội_thương y_tế:3	nội_thất:6	nội_thất khá:3	nội_thất thiết_bị:3	nội_trú:6	nội_trú hs:3	nội_trú hà_đông:3
nội_tình:6	nội_tình NULL:3	nội_tình công_ty:3	nội_vụ:9	nội_vụ NULL:3	nội_vụ huỳnh_tấn_mẫm:3	nội_vụ khởi_tố:3	nội_ô:3	nội_ô vào:3	nội_địa:6
nội_địa NULL:6	nội_đồng:3	nội_đồng là:3	nộp:45	nộp cơ_quan_chức_năng:3	nộp hồ_sơ:3	nộp hộ_chiếu:3	nộp lên:6	nộp phí:3	nộp phạt:3
nộp sơ_yếu:3	nộp thuế:3	nộp thêm:3	nộp về:3	nộp ào_ào:3	nộp đơn:6	nộp đủ:3	nớ:3	nớ rồi:3	nở:21
nở hoa:3	nở ngay:3	nở nụ:6	nở về:3	nở đầy:3	nở đỏ:3	nỡ:3	nỡ nào:3	nợ:108	nợ *t*:3
nợ 35:3	nợ NULL:15	nợ cho:6	nợ con:3	nợ của:3	nợ cứ:3	nợ dân:3	nợ gồm:3	nợ khó:3	nợ khổng_lồ:3
nợ lớn:3	nợ mẹ:3	nợ ngân_hàng:9	nợ ngập_đầu:3	nợ nhà_nước:3	nợ phòng:3	nợ rầm_rộ:3	nợ rồi:3	nợ tiền:12	nợ tín_dụng:6
nợ và:3	nợ vẫn:6	nợ đủ:3	nợ_nần:6	nợ_nần hay:3	nợ_nần tùm_lum:3	nợ_đời:6	nợ_đời NULL:6	nụ:93	nụ NULL:3
nụ con:3	nụ còn:3	nụ cười:51	nụ hôn:9	nụ kể:3	nụ nói:3	nụ quan_hệ:3	nụ trở_thành:3	nụ về:3	nụ đi:3
nụ đã:3	nụ được:3	nụ_cười:3	nụ_cười trìu_mến:3	nụ_hôn:3	nụ_hôn của:3	nứa:9	nứa lá:3	nứa nước_da:3	nứa đâm:3
nức_lòng:3	nức_lòng còn:3	nức_nở:3	nức_nở mẹ:3	nức_tiếng:3	nức_tiếng xóm:3	nứt:6	nứt núi:3	nứt võng:3	nứt_nẻ:3
nứt_nẻ đôi:3	nửa:123	nửa NULL:3	nửa bước:3	nửa bữa:3	nửa cái:3	nửa còn:6	nửa giờ:3	nửa lời:3	nửa mặt:6
nửa ngôi:3	nửa người:6	nửa năm:3	nửa phút:3	nửa quả:3	nửa số:6	nửa sống:3	nửa tháng:9	nửa thế_kỷ:3	nửa tiếng:9
nửa triệu:3	nửa tuần:3	nửa tàu:3	nửa tạ:6	nửa tấn:3	nửa tỉ:6	nửa tổng_số:3	nửa từng:3	nửa vòng:3	nửa vòng_tròn:3
nửa vậy_mà:3	nửa đêm:3	nửa đời:3	nửa_tin_nửa_ngờ:3	nửa_tin_nửa_ngờ NULL:3	nửa_đêm:21	nửa_đêm NULL:3	nửa_đêm cho:3	nửa_đêm người_ta:3	nửa_đêm tôi:3
nửa_đêm về:6	nửa_đêm ủy_ban:3	nửa_đùa_nửa_thật:3	nửa_đùa_nửa_thật hỏi:3	nữ:84	nữ NULL:9	nữ bác_sĩ:3	nữ của:3	nữ khác:3	nữ lao_động:6
nữ lđ:9	nữ mới:3	nữ nhà_vô_địch:3	nữ nào:3	nữ phiên_dịch:3	nữ sang:3	nữ sinh_viên:3	nữ thuộc:3	nữ thám_tử:3	nữ trả_lời:3
nữ trẻ:3	nữ vn:3	nữ võ_sĩ:6	nữ với:3	nữ vừa_qua:3	nữ xinh_đẹp:3	nữ được:3	nữ_sinh:12	nữ_sinh chơi:3	nữ_sinh mất_tích:3
nữ_sinh quách_thị_trang:3	nữ_sinh trung_học:3	nữa:540	nữa *e*:6	nữa *t*:3	nữa 1.677:3	nữa NULL:141	nữa anh:3	nữa bất_cứ:3	nữa cho:3
nữa chính:3	nữa chúng:3	nữa chắc:3	nữa chị:6	nữa chứ:6	nữa các:6	nữa có_mặt:3	nữa cô:6	nữa cũng:6	nữa cảnh_giác:3
nữa cậu:3	nữa cụ:3	nữa của:12	nữa cứ:3	nữa do:3	nữa em:3	nữa giọng:3	nữa hả:3	nữa họ:3	nữa học:3
nữa hốt_hoảng:3	nữa jimmy:3	nữa khi:9	nữa khiến:3	nữa không:6	nữa kia:6	nữa kiểm_tra:3	nữa kéo:3	nữa kìa:3	nữa kẻo:3
nữa kỷ_cương:3	nữa leo:3	nữa luyện:3	nữa là:27	nữa làm:6	nữa lên:3	nữa lúc:3	nữa lớn:3	nữa lực:3	nữa mà:18
nữa mình:3	nữa mẹ:3	nữa mỗi:6	nữa một_vài:3	nữa mới:12	nữa nghe:6	nữa ngày:3	nữa nhưng:12	nữa này:3	nữa nên:3
nữa nói:3	nữa nếu:6	nữa rồi:6	nữa sa:3	nữa sẽ:6	nữa thì:21	nữa thôi:3	nữa thậm_chí:3	nữa trong:3	nữa tui:3
nữa tôi:3	nữa tất_cả:3	nữa tận_dụng:3	nữa tự_nguyện:3	nữa vui:6	nữa và:3	nữa vào:3	nữa vẫn:6	nữa về:3	nữa đbscl:3
nữa đây:3	nữa đã:3	nữa đòi:3	nữa đó:3	nữa đúng:3	nữa đường:3	nữa đường_cao_tốc:3	nữa được:3	nữa đấy:3	nữa để:3
nữa ở:3	nữa_là:6	nữa_là NULL:3	nữa_là huống_gì:3	o:3	o c:3	oai:9	oai hải:3	oai kh.:3	oai nhưng:3
oai_hùng:6	oai_hùng NULL:6	oai_vệ:3	oai_vệ giữa:3	oan:6	oan chưa:3	oan sai:3	oan_nghiệt:3	oan_nghiệt của:3	oan_ức:3
oan_ức NULL:3	oang:3	oang vọng:3	oanh_tạc:3	oanh_tạc của:3	oc:3	oc để:3	of:3	of southern:3	ok:9
ok NULL:3	ok bao_cao_su:3	ok đánh_bạn:3	olympian_newspaper:3	olympian_newspaper của:3	olympic:6	olympic thái_lan:3	olympic tiếng:3	omo:3	omo hay:3
ong:3	ong hút:3	online:6	online NULL:3	online để:3	ov_.10:3	ov_.10 này:3	oxy:63	oxy 99_,_9%:9	oxy cho:6
oxy chất_lượng:3	oxy chỉ:3	oxy giá:3	oxy hiện_nay:3	oxy như:3	oxy nhưng:3	oxy phục_vụ:3	oxy sạch:9	oxy tinh_khiết:15	oxy vài:3
oxy_shop:18	oxy_shop phục_vụ:3	oxy_shop đầu_tiên:12	oxy_shop ở:3	oán_hận:3	oán_hận cất:3	oán_thán:3	oán_thán ai:3	oán_trách:3	oán_trách ào_ạt:3
oạch:3	oạch oang:3	oằn:6	oằn người:3	oằn trên:3	p.h:3	p.h viết:3	p_.17:3	p_.17 gò_vấp:3	pa_xay:6
pa_xay vận_động:3	pa_xay xiêng_khoảng:3	pace:3	pace trung_tâm:3	pacific_lutherial_university:3	pacific_lutherial_university một:3	pagodon:3	pagodon đồ_sơn:3	pakistan:15	pakistan NULL:6
pakistan cũng:3	pakistan rong_ruổi:3	pakistan tại:3	pakse:18	pakse chẳng:3	pakse có:3	pakse học:3	pakse là:3	pakse tỉnh:3	pakse từ:3
palmer:15	palmer một:3	palmer nắm:3	palmer phát_biểu:3	palmer đã:3	palmer để:3	para_games:6	para_games 2003:3	para_games người:3	parinya_jaroenphon-nong_tum:3
parinya_jaroenphon-nong_tum NULL:3	paris:3	paris về:3	pasteur:6	pasteur thì:3	pasteur với:3	paul_arkins:3	paul_arkins cabot_lodge:3	pay_tà_lạt:3	pay_tà_lạt đi:3
pccc:3	pccc NULL:3	pencak_silat:3	pencak_silat đã:3	penicillin:3	penicillin luôn:3	pepsi:9	pepsi tuyển_dụng:3	pepsi vn:6	petr_tsevtov:3
petr_tsevtov bình_luận_viên:3	ph:18	ph NULL:3	ph phải:3	ph ra:3	ph sưng_húp:3	ph vừa:3	ph đã:3	ph.:9	ph. cũng:3
ph. ngừng:3	ph. vẫn:3	pha:48	pha cao:3	pha loãng:6	pha lẫn:6	pha nước:3	pha sắc:3	pha sẵn:3	pha sữa:3
