%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
la hét:1	la hét đau:1	la tại:1	la tại các:1	la đau:1	la đau đớn:1	la-la:2	la-la activists:1	la-la factions:1	label:1
label for:1	labeled:2	labeled the:1	labeled variously:1	labels:1	labels including:1	labor:10	labor agreement:1	labor and:2	labor costs:2
labor department:1	labor disruptions:1	labor problem:1	labor problems:1	labor regime:1	labor-management:1	labor-management bid:1	labor-shortage:1	labor-shortage warnings:1	labs:1
labs NULL:1	lack:6	lack of:5	lack the:1	lackluster:1	lackluster trading:1	lacks:1	lacks the:1	ladder:1	ladder basing:1
laggard:1	laggard he:1	lagged:1	lagged behind:1	lai:1	lai lịch:1	lai lịch NULL:1	laidlaw:3	laidlaw declined:1	laidlaw is:1
laidlaw transportation:1	lake:1	lake city:1	lakes:1	lakes limiting:1	lama:3	lama 's:1	lama the:1	lama who:1	lambda:1
lambda funds:1	lambert:6	lambert hk:1	lambert inc.:4	lambert is:1	lamented:1	lamented NULL:1	laments:1	laments harry:1	lampe:1
lampe painewebber:1	lan:15	lan NULL:3	lan bỏ:1	lan bỏ lại:1	lan lại:2	lan lại cặp:1	lan lại đăng:1	lan lấy:1	lan lấy từ:1
lan lừa:1	lan lừa đảo:1	lan mới:1	lan mới hiện:1	lan sống:1	lan sống chung:1	lan tiếp:1	lan tiếp tục:1	lan và:2	lan và gã:1
lan và nhận:1	lan được:1	lan được cha:1	lan ở:1	lan ở lại:1	land:6	land apart:1	land forces:1	land knows:1	land of:2
land war:1	land-based:1	land-based aircraft:1	landesbank:1	landesbank NULL:1	landfall:1	landfall in:1	landing:4	landing fees:1	landing requirement:1
landing requirements:1	landing rights:1	landscape:2	landscape NULL:1	landscape of:1	language:6	language centers:1	language directing:1	language in:1	language instruction:1
language school:1	language would:1	lanier:2	lanier microcassette:1	lanier office:1	lao:2	lao lý:1	lao lý từ:1	lao vào:1	lao vào tấn:1
lapsed:1	lapsed labor-management:1	laptop:1	laptop và:1	laptop và gửi:1	larchmont:1	larchmont n.y.:1	large:17	large airlines:1	large and:1
large banks:1	large buyers:1	large canadian:1	large chicken:1	large companies:1	large increase:2	large institutions:1	large orders:1	large piles:1	large positions:1
large sense:1	large stock:1	large u.s.:1	large wood-products:1	large-scale:1	large-scale buying:1	largely:8	largely a:1	largely because:3	largely confined:1
largely ignored:1	largely on:2	larger:5	larger award:1	larger capital:1	larger competitors:1	larger models:1	larger than:1	largest:11	largest ever:1
largest fund:1	largest most:1	largest patent:1	largest protest:1	largest securities:1	largest sellers:1	largest steelmaker:1	largest steelmakers:1	largest thrift:1	largest transit:1
las:1	las vegas:1	laser:2	laser warning:1	laser weapon:1	lasers:1	lasers and:1	last:95	last 15:1	last NULL:1
last at:1	last couple:1	last few:1	last fiscal:1	last for:1	last friday:4	last january:1	last june:2	last minute:1	last month:10
last night:6	last november:2	last october:1	last paid:2	last season:1	last set:1	last six:1	last spring:1	last thursday:1	last time:2
last tuesday:1	last wednesday:1	last week:23	last weekend:1	last year:26	last-minute:2	last-minute creations:1	last-minute telephone:1	lasted:2	lasted about:1
lasted nine:1	lasts:1	lasts says:1	latched:1	latched onto:1	late:33	late 1960s:1	late 1970s:1	late 1987:1	late 1990s:1
late 1991:1	late as:1	late at:4	late big:1	late buying:1	late comeback:1	late dealings:1	late friday:3	late in:4	late last:2
late monday:1	late november:1	late one:1	late opened:1	late there:1	late to:1	late yesterday:4	late-afternoon:2	late-afternoon chaos:1	late-afternoon rout:1
late-in-the-day:1	late-in-the-day nose:1	lately:1	lately been:1	later:18	later NULL:1	later a:1	later agreed:1	later as:1	later at:1
later called:1	later however:1	later it:2	later on:1	later remarked:1	later rising:1	later the:3	later to:1	later wall:2	latest:26
latest 10-year:1	latest acquisition:1	latest ad:1	latest annual:1	latest crewcut:1	latest earnings:1	latest easing:1	latest economic:1	latest figure:1	latest figures:1
latest in:2	latest investment:1	latest issue:1	latest market:1	latest proposal:1	latest quarter:8	latest reading:1	latest round:1	latin:1	latin american:1
latter:1	latter although:1	latvian:1	latvian port:1	lauderdale:1	lauderdale fla.:1	launch:4	launch a:1	launch of:1	launch pad:1
launch the:1	launched:2	launched a:1	launched an:1	lauren:1	lauren for:1	laurence:1	laurence siegel:1	laurent:1	laurent and:1
laurie:1	laurie dicara:1	lautenberg:1	lautenberg d.:1	lavish:1	lavish spending:1	lavished:1	lavished on:1	law:15	law NULL:1
law caught:1	law does:1	law firm:1	law has:1	law in:1	law includes:1	law may:1	law of:2	law partner:1	law rather:1
law the:1	law to:1	law who:1	lawarre:1	lawarre cincinnati:1	lawmakers:3	lawmakers for:1	lawmakers in:1	lawmakers representing:1	lawn:1
lawn in:1	lawrence:1	lawrence kudlow:1	laws:2	laws contracts:1	laws security:1	lawsuit:1	lawsuit by:1	lawsuits:1	lawsuits under:1
lawyer:3	lawyer NULL:1	lawyer for:1	lawyer peter:1	lawyers:3	lawyers committee:1	lawyers dual:1	lawyers the:1	lay:1	lay chuyển:1
lay chuyển được:1	layer:1	layer and:1	layoffs:1	layoffs NULL:1	lbo:8	lbo 's:1	lbo NULL:2	lbo dealmakers:1	lbo deals:1
lbo market:1	lbo sweepstakes:1	lbo work:1	lbos:4	lbos but:1	lbos caused:1	lbos on:1	lbos will:1	lead:11	lead NULL:1
lead a:1	lead buyers:1	lead from:1	lead lenders:1	lead leveraged:1	lead times:1	lead to:2	lead underwriters:1	lead yesterday:1	leaded:1
leaded glass:1	leader:9	leader 's:1	leader NULL:1	leader among:1	leader complained:1	leader for:1	leader gadhafi:1	leader honecker:2	leader with:1
leaders:7	leaders agree:1	leaders are:1	leaders behind:1	leaders convene:1	leaders in:1	leaders said:1	leaders to:1	leadership:4	leadership and:1
leadership by:1	leadership on:1	leadership through:1	leading:15	leading authority:1	leading french:1	leading gurus:1	leading index:1	leading indicator:3	leading indicators:2
leading magazine:1	leading maker:1	leading producer:1	leading shirt:1	leading stock:1	leading underwriter:1	leading-edge:1	leading-edge innovator:1	leads:2	leads to:1
leads went:1	leaf:2	leaf pile:1	leaf rake:1	league:2	league bluefield:1	league of:1	lean:3	lean NULL:1	lean cuisine:1
lean forward:1	leans:1	leans forward:1	leap:1	leap in:1	leaps:1	leaps in:1	learn:2	learn that:1	learn to:1
learned:4	learned a:1	learned about:1	learned from:1	learned valuable:1	lease:2	lease some:2	leased:1	leased the:1	leases:4
leases NULL:1	leases aggressively:1	leases for:1	leases from:1	leaseway:1	leaseway transportation:1	leasing:7	leasing bob:1	leasing business:1	leasing company:2
leasing firm:1	leasing problems:1	leasing western:1	least:24	least 10:1	least 120,000:1	least 15:1	least 20:1	least 80:1	least 98:1
least a:1	least as:1	least emission:1	least euphoria:1	least for:1	least in:1	least let:1	least once:1	least play:1	least she:1
least that:1	least three:4	least through:1	least two:1	least two-thirds:1	leatherbound:1	leatherbound books:1	leave:5	leave him:1	leave the:3
leave until:1	leaves:5	leaves NULL:1	leaves a:1	leaves asia:1	leaves but:1	leaves into:1	leaving:4	leaving little:1	leaving many:1
leaving the:1	leaving to:1	lebaron:2	lebaron NULL:1	lebaron who:1	leblang:2	leblang NULL:1	leblang senior:1	lectured:1	lectured NULL:1
led:16	led by:7	led cboe:1	led the:3	led through:1	led to:4	ledger:1	ledger NULL:1	lee:1	lee seidman:1
leery:1	leery of:1	leeway:1	leeway in:1	lefrere:1	lefrere of:1	left:19	left after:1	left all:1	left an:1
left as:1	left at:1	left bank:1	left behind:1	left mixed:1	left municipal:1	left on:1	left open:1	left over:1	left the:5
left there:1	left with:1	left-field:1	left-field stands:1	left-hand:1	left-hand ground:1	leftist:1	leftist rebels:1	leg:2	leg perhaps:1
leg to:1	legal:9	legal battle:1	legal fees:1	legal fight:1	legal maximum:1	legal proceedings:1	legal restrictions:1	legal significance:1	legal standard:1
legal standards:1	legerdemain:1	legerdemain is:1	legislation:10	legislation NULL:2	legislation containing:1	legislation in:1	legislation introduced:1	legislation that:2	legislation view:1
legislation was:1	legislation would:1	legislative:2	legislative atrocities:1	legislative program:1	legislature:3	legislature NULL:1	legislature approved:1	legislature the:1	legitimacy:1
legitimacy of:1	legitimate:1	legitimate right:1	legittino:1	legittino a:1	legs:1	legs he:1	lehman:11	lehman a:1	lehman d.:1
lehman executives:1	lehman hutton:8	leipzig:1	leipzig to:1	leisure:2	leisure items:1	leisure sales:1	leisure-oriented:1	leisure-oriented sales:1	leitmotif:1
leitmotif or:1	lemans:2	lemans on:1	lemans to:1	lend:2	lend asia:1	lend the:1	lenders:6	lenders NULL:1	lenders had:1
lenders on:1	lenders provide:1	lenders remain:1	lenders to:1	lending:2	lending has:1	lending practices:1	length:1	length of:1	leningrad:2
leningrad 's:1	leningrad hotels:1	lens:3	lens became:1	lens institute:1	lens wraps:1	lenses:6	lenses are:1	lenses made:1	lenses more:1
lenses which:2	lenses won:1	leo:1	leo rào:1	leo rào vào:1	leonard:2	leonard 's:1	leonard t.:1	less:26	less NULL:3
less and:1	less cash:1	less cash-rich:1	less debt:1	less drug:1	less intense:1	less is:1	less overpriced:1	less panic:1	less prone:1
less risk:1	less risky:1	less than:9	less to:1	less volatile:1	less-developed:2	less-developed countries:2	less-than-alarming:1	less-than-alarming 1.8:1	lesser:2
lesser efficiency:1	lesser extent:1	lesson:4	lesson NULL:1	lesson in:1	lesson offered:1	lesson the:1	lessons:1	lessons since:1	let:14
let 's:4	let audiences:1	let him:2	let it:2	let many:1	let people:1	let the:1	let up:1	let you:1	lett:1
lett &:1	letter:8	letter carriers:1	letter had:1	letter said:1	letter to:4	letter was:1	letting:2	letting aluminum-makers:1	letting the:1
leukemia:1	leukemia NULL:1	level:8	level but:1	level of:5	level suggesting:1	level to:1	levels:8	levels NULL:3	levels but:1
levels even:1	levels for:1	levels in:2	lever:3	lever bros.:3	leverage:4	leverage NULL:1	leverage in:1	leverage over:1	leverage the:1
leveraged:11	leveraged buy-out:2	leveraged buy-outs:6	leveraged little:1	leveraged restructurings:1	leveraged while:1	leveraging:1	leveraging actual:1	levinson:1	levinson a:1
levitt:2	levitt NULL:1	levitt says:1	lewis:2	lewis glucksman:1	lewis h.:1	lexus:6	lexus dealers:1	lexus dealership:1	lexus division:1
lexus franchise:1	lexus franchises:1	lexus specs:1	liabilities:2	liabilities NULL:1	liabilities from:1	liability:2	liability just:1	liability policy:1	liberal:1
liberal judge:1	liberals:2	liberals and:1	liberals are:1	libor:1	libor 8:1	libya:1	libya today:1	libyan:3	libyan desert:1
libyan leader:2	license:1	license its:1	lie:1	lie down:1	liechtenstein:1	liechtenstein 's:1	life:15	life NULL:2	life and:1
life as:1	life assumption:1	life assurance:1	life by:1	life insurance:2	life is:1	life its:1	life of:1	life style:1	life to:1
life tougher:1	life-insurance:1	life-insurance products:1	life-style:1	life-style issues:1	lifeboat:1	lifeboat says:1	lifeline:1	lifeline to:1	lift:1
lift deflated:1	lifting:1	lifting of:1	liftoff:3	liftoff NULL:1	liftoff long:1	liftoff of:1	light:3	light at:1	light of:1
light without:1	lighted:1	lighted conference:1	lighter:1	lighter withdrawal:1	lightheaded:1	lightheaded and:1	lightning:1	lightning speed:1	like:47
like NULL:1	like a:4	like an:2	like britannia:1	like color:1	like concision:1	like disaster:1	like everyone:1	like falling:1	like flying:1
like friday:1	like gen.:1	like his:1	like its:1	like k:1	like many:1	like marley:1	like mr.:1	like murphy:1	like muzak:1
like panning:1	like pawning:1	like philip:1	like plant:1	like selling:1	like skin:1	like smithsonian:1	like so:1	like stars:1	like straddling:1
like that:1	like the:4	like they:1	like this:1	like to:3	like walt:1	like with:1	like you:1	liked:1	liked it:1
likelihood:1	likelihood of:1	likely:13	likely NULL:1	likely to:11	likely winner:1	likes:2	likes it:1	likes to:1	limit:6
limit but:1	limit down:1	limit for:1	limit of:1	limit the:2	limitations:1	limitations developed:1	limited:3	limited partnership:2	limited partnerships:1
limiting:1	limiting damage:1	limits:4	limits NULL:1	limits is:1	limits on:2	lin:11	lin 's:1	lin and:1	lin board:2
lin broadcasting:1	lin closed:1	lin in:1	lin is:1	lin shares:1	lin that:1	lin to:1	lincoln:1	lincoln savings:1	linda:2
linda aldridge:1	linda and:1	line:20	line NULL:4	line and:2	line in:2	line is:2	line of:3	line providing:1	line up:2
line waiting:1	line with:3	linen:1	linen NULL:1	lines:10	lines NULL:1	lines and:4	lines jetliner:1	lines opened:2	lines ruptured:1
lines used:1	lineup:1	lineup NULL:1	linger:1	linger a:1	lingering:1	lingering effects:1	lingus:5	lingus and:1	lingus is:1
lingus started:1	lingus the:1	lingus through:1	lining:1	lining in:1	link:2	link analysts:1	link flight:1	linked:1	linked to:1
links:3	links with:3	linsert:2	linsert jr.:1	linsert so:1	lipper:5	lipper NULL:2	lipper analytical:1	lipper president:1	lipper says:1
lips:1	lips NULL:1	liquid:1	liquid market:1	liquidation:1	liquidation values:1	liquidity:15	liquidity and:2	liquidity are:1	liquidity becomes:1
liquidity enabled:1	liquidity has:1	liquidity in:2	liquidity is:1	liquidity of:1	liquidity on:1	liquidity problems:1	liquidity the:1	liquidity they:1	liquidity would:1
liquor:1	liquor NULL:1	list:9	list NULL:2	list noting:1	list of:4	list to:1	list without:1	listed:3	listed among:1
listed below:1	listed on:1	listen:1	listen and:1	listening:1	listening for:1	lists:2	lists NULL:1	lists of:1	litany:1
litany of:1	literally:2	literally NULL:2	literature:1	literature at:1	litigation:1	litigation taxpayers:1	little:29	little as:1	little better:2
little bit:2	little buying:1	little closer:1	little coaxing:1	little comfort:1	little concerned:1	little creatures:1	little economic:1	little filigree:1	little goosey:1
little help:1	little incentive:1	little less:2	little makeup:1	little patience:1	little potential:1	little pride:1	little rebound:2	little rock:1	little stock:1
little surprised:1	little under:1	little while:1	littleton:1	littleton mass.:1	liu:1	liu xiaoqing:1	live:1	live the:1	lived:1
lived in:1	lives:1	lives in:1	livestock:1	livestock and:1	living:3	living NULL:1	living expenses:1	living there:1	liên:16
liên 63:1	liên 63 tuổi:1	liên bỏ:1	liên bỏ trốn:1	liên hệ:1	liên hệ mua:1	liên khai:1	liên khai thường:1	liên khoe:2	liên khoe quen:1
liên khoe thân:1	liên lạc:1	liên lạc NULL:1	liên quan:5	liên quan nhiều:1	liên quan vụ:1	liên quan đã:1	liên quan đường:1	liên quan đến:1	liên tiếp:1
liên tiếp 4:1	liên tục:2	liên tục bị:1	liên tục kêu:1	liên đã:1	liên đã tạo:1	liệt:9	liệt sĩ:9	liệt sĩ NULL:2	liệt sĩ chiếm:1
liệt sĩ chúng:1	liệt sĩ do:1	liệt sĩ giả:1	liệt sĩ huyện:1	liệt sĩ lôi:1	liệt sĩ đêm:1	lloyd:1	lloyd wright:1	lme:1	lme stocks:1
lo:1	lo lắng:1	lo lắng vì:1	load:1	load the:1	loaded:1	loaded up:1	loading:1	loading dock:1	loan:27
loan 's:1	loan NULL:3	loan agreement:1	loan association:2	loan bank:1	loan bringing:1	loan exemplifies:1	loan fell:1	loan from:1	loan growth:2
loan leaves:1	loan losses:1	loan mortgage:2	loan originations:1	loan portion:1	loan repayment:1	loan to:2	loan was:2	loan which:2	loan-loss:2
loan-loss provision:1	loan-loss reserves:1	loanh:1	loanh quanh:1	loanh quanh trong:1	loans:30	loans NULL:6	loans and:1	loans are:1	loans as:1
loans at:1	loans back:1	loans between:1	loans for:3	loans grew:1	loans had:1	loans in:1	loans mainly:1	loans particularly:1	loans the:2
loans to:7	loans which:1	loathed:1	loathed the:1	lobbied:1	lobbied for:1	lobbies:2	lobbies NULL:1	lobbies such:1	lobby:5
lobby 's:1	lobby for:1	lobby of:1	lobby the:1	lobby will:1	lobbying:4	lobbying NULL:1	lobbying because:1	lobbying effort:1	lobbying for:1
lobbyists:1	lobbyists as:1	local:14	local agreements:1	local distribution:1	local factors:1	local government:1	local heroes:1	local housing:1	local left:1
local market:1	local newspaper:1	local phone:1	local radio:1	local taxes:1	local tv:1	local which:1	localities:1	localities should:1	locals:1
locals NULL:1	location:1	location NULL:1	locations:1	locations NULL:1	lock:2	lock and:1	lock in:1	locke:1	locke teaches:1
locked:1	locked out:1	locks:1	locks sat:1	lockstep:1	lockstep with:1	locutions:1	locutions of:1	loewi:1	loewi in:1
lofty:1	lofty adjective:1	log:1	log only:1	lomb:2	lomb could:1	lomb sold:1	london:31	london 's:5	london 1744:1
london NULL:2	london a:1	london and:1	london at:1	london british:1	london has:1	london index:1	london interbank:1	london international:1	london market:6
london metal:1	london office:1	london paris:1	london prices:1	london stock:1	london the:1	london time:1	london trading:2	london-based:1	london-based maxwell:1
long:30	long as:4	long before:1	long depended:1	long enough:1	long from:1	long haul:1	long in:1	long integrated:1	long it:1
long leading:4	long meeting:1	long phường:3	long phường tăng:3	long run:1	long series:1	long strike:1	long term:1	long time:3	long trường:2
long trường quận:2	long way:1	long-distance:2	long-distance carrier:1	long-distance carriers:1	long-range:1	long-range prospects:1	long-term:12	long-term appreciation:1	long-term bonds:1
long-term brazilian:1	long-term but:1	long-term debt:1	long-term deposits:1	long-term fundamentals:1	long-term investments:1	long-term is:1	long-term portfolios:1	long-term prospects:1	long-term senior:1
longer:10	longer NULL:1	longer by:1	longer enough:1	longer flights:1	longer needed:1	longer routes:1	longer such:1	longer the:1	longer true:1
longer would:1	longer-term:2	longer-term loans:1	longer-term will:1	longley:2	longley a:2	longstanding:2	longstanding ability:1	longstanding ban:1	longtime:3
longtime enemies:1	longtime friend:1	longtime rivals:1	lonski:1	lonski an:1	look:21	look as:1	look at:4	look back:1	look cheap:2
look corporate:1	look down:1	look for:1	look in:1	look like:3	look reveals:1	look says:1	look stoned:1	look the:1	look under:1
look with:1	looked:5	looked as:1	looked at:1	looked forward:1	looked good:1	looked like:1	looking:10	looking ahead:1	looking at:1
looking for:8	looks:2	looks and:1	looks like:1	loom:1	loom inc.:1	looming:1	looming more:1	loose:1	loose would:1
loosely:1	loosely constructed:1	looser:2	looser language:1	looser terms:1	lord:1	lord king:1	lordship:1	lordship 's:1	los:12
los angeles:9	los angeles-based:3	lose:2	lose confidence:1	lose their:1	losers:1	losers NULL:1	losing:6	losing 35:1	losing 63.52:1
losing its:1	losing money:3	loss:44	loss NULL:5	loss a:1	loss after:1	loss and:1	loss because:1	loss coverage:1	loss early:1
loss equals:1	loss for:5	loss in:4	loss it:1	loss of:15	loss on:2	loss resulted:1	loss to:2	loss wider:1	loss with:1
losses:34	losses NULL:9	losses and:1	losses are:1	losses because:2	losses for:2	losses from:2	losses in:3	losses including:1	losses is:1
losses left:1	losses many:1	losses on:2	losses over:1	losses resulting:1	losses rise:1	losses suffered:1	losses than:1	losses that:1	losses traders:1
losses with:1	lost:17	lost 20:1	lost 4.2:1	lost 9-8:1	lost a:1	lost about:1	lost almost:1	lost control:1	lost friday:1
lost future:1	lost its:1	lost messages:1	lost money:1	lost out:1	lost overseas:1	lost some:2	lost yesterday:1	lost-profits:1	lost-profits method:1
lot:23	lot more:1	lot of:21	lot the:1	lots:4	lots NULL:1	lots of:3	lotus:1	lotus mansion:1	loud:1
loud then:1	louder:1	louder again:1	louis:3	louis had:1	louis masseuse:1	louis sullivan:1	louisiana:1	louisiana which:1	louisville:1
louisville ky.:1	lounge:1	lounge of:1	love:4	love 'em:1	love NULL:1	love with:1	love you:1	loved:1	loved to:1
low:17	low 2029.7:1	low 8:1	low NULL:1	low and:1	low as:4	low bid:1	low especially:1	low interest:1	low light:1
low prices:1	low said:1	low shortly:1	low the:1	low you:1	low-:1	low- and:1	low-cost:1	low-cost producing:1	low-interest:1
low-interest construction:1	low-profile:1	low-profile activities:1	low-yielding:1	low-yielding assets:1	lower:33	lower NULL:3	lower across:1	lower apartment:1	lower at:1
lower bid:3	lower bidding:1	lower but:1	lower closing:1	lower effective:1	lower in:2	lower interest:1	lower operating:1	lower or:1	lower price:4
lower prices:5	lower rates:1	lower teeth:1	lower the:1	lower today:1	lower trading-related:1	lower with:1	lower-priced:1	lower-priced shares:1	lower-than-expected:1
lower-than-expected prices:1	lowered:1	lowered his:1	lowering:2	lowering the:2	lowest:2	lowest since:2	lowest-priced:1	lowest-priced car:1	lows:1
lows NULL:1	loyal:1	loyal servant:1	loyalty:2	loyalty intelligently:1	loyalty we:1	loại:1	loại hình:1	loại hình tội:1	loạn:4
loạn kêu:1	loạn kêu thét:1	loạn xạ:3	loạn xạ bệnh:3	loạng:4	loạng choạng:4	loạng choạng làm:1	loạng choạng ngã:3	loạt:2	loạt phụ:2
loạt phụ nữ:2	ltd:2	ltd NULL:2	ltd.:14	ltd. a:2	ltd. agreed:1	ltd. gallery:1	ltd. in:2	ltd. initial:1	ltd. of:1
ltd. over:1	ltd. said:3	ltd. the:1	ltd. yesterday:1	ltv:1	ltv bethlehem:1	lubricant:2	lubricant for:1	lubricant oils:1	lucinda:1
lucinda childs:1	luck:1	luck you:1	lucky:2	lucky for:1	lucky to:1	lufkin:1	lufkin &:1	lump-sum:1	lump-sum incentives:1
lumping:1	lumping its:1	lumpur:2	lumpur 's:1	lumpur composite:1	lunch:3	lunch crowd:1	lunch then:1	lunch we:1	lunchtime:3
lunchtime NULL:1	lunchtime crowd:1	lunchtime the:1	lung:6	lung 42:1	lung 66:1	lung cancer:1	lung has:1	lung remains:1	lung was:1
lung-cancer:1	lung-cancer mortality:1	lunging:1	lunging bat:1	lustily:1	lustily NULL:1	luxury:1	luxury of:1	luxury-car:1	luxury-car makers:1
luôn:1	luôn ở:1	luôn ở chế:1	luật:3	luật là:1	luật là hơn:1	luật nguyên:1	luật nguyên thượng:1	luật sư:1	luật sư trả:1
luống:1	luống cuống:1	luống cuống xuống:1	lynch:14	lynch &:5	lynch 's:2	lynch 50:1	lynch added:1	lynch and:1	lynch capital:1
lynch ready:1	lynch says:1	lynch third-period:1	là:17	là axit:1	là axit thanh:1	là bạn:2	là bạn học:2	là công:1	là công đoàn:1
là hơn:1	là hơn 16:1	là leo:1	là leo rào:1	là liệt:1	là liệt sĩ:1	là loại:1	là loại hình:1	là lý:1	là lý nguyễn:1
là một:1	là một thùng:1	là nhân:1	là nhân viên:1	là quy:1	là quy định:1	là thủ:1	là thủ phạm:1	là tiểu:1	là tiểu thương:1
là tài:1	là tài khoản:1	là tính:1	là tính chất:1	là độc:1	là độc thân:1	làm:21	làm NULL:2	làm dịch:1	làm dịch vụ:1
làm giả:4	làm giả di:1	làm giả hiện:1	làm giả hài:1	làm giả hơn:1	làm gì:1	làm gì thì:1	làm kỹ:1	làm kỹ sư:1	làm ngã:1
làm ngã xe:1	làm ngơ:1	làm ngơ để:1	làm quen:3	làm quen với:3	làm sai:1	làm sai lệch:1	làm thủ:1	làm thủ tục:1	làm việc:4
làm việc NULL:1	làm việc tại:1	làm việc với:2	làm đơn:1	làm đơn cầu:1	lái:2	lái NULL:1	lái bị:1	lái bị nặng:1	lâm:1
lâm huyện:1	lâm huyện hàm:1	lân:1	lân la:1	lân la gặp:1	lây:2	lây thương:2	lây thương tích:2	lã:1	lã xuân:1
lã xuân oai:1	lãnh:2	lãnh sang:1	lãnh sang mỹ:1	lãnh đạo:1	lãnh đạo trung:1	lê:5	lê huânkẻ:1	lê huânkẻ tạt:1	lê thanh:3
lê thanh sang:3	lê thị:1	lê thị ngân:1	lên:15	lên bệnh:3	lên bệnh viện:3	lên kế:3	lên kế hoạch:3	lên lại:1	lên lại ngồi:1
lên mạng:2	lên mạng NULL:1	lên mạng facebook:1	lên tp:1	lên tp hcm:1	lên tạt:4	lên tạt axit:3	lên tạt cả:1	lên đến:1	lên đến 700:1
lòng:1	lòng tin:1	lòng tin với:1	lôi:1	lôi kéo:1	lôi kéo 4:1	lúc:7	lúc còn:1	lúc còn tình:1	lúc cả:1
lúc cả hai:1	lúc mâu:1	lúc mâu thuẫn:1	lúc mấy:1	lúc mấy cô:1	lúc này:1	lúc này hà:1	lúc tìm:1	lúc tìm cách:1	lúc xác:1
lúc xác minh:1	lý:10	lý 21:1	lý 21 vụ:1	lý giải:1	lý giải được:1	lý nguyễn:2	lý nguyễn chung:2	lý sát:2	lý sát sao:2
lý trong:2	lý trong chính:1	lý trong số:1	lý từ:1	lý từ tháng:1	lý xuất:1	lý xuất nhập:1	lăk:1	lăk và:1	lăk và quảng:1
lưng:1	lưng cổ:1	lưng cổ hưng:1	lưu:1	lưu và:1	lưu và mở:1	lượng:4	lượng tand:1	lượng tand tối:1	lượng truy:1
lượng truy bắt:1	lượng xác:1	lượng xác minh:1	lượng điều:1	lượng điều tra:1	lạc:1	lạc NULL:1	lại:19	lại NULL:2	lại bị:1
lại bị hải:1	lại cho:1	lại cho rằng:1	lại cơ:1	lại cơ quan:1	lại cặp:1	lại cặp với:1	lại ngồi:1	lại ngồi xuống:1	lại nhận:1
lại nhận được:1	lại nhắn:1	lại nhắn tin:1	lại nhếch:1	lại nhếch môi:1	lại sẽ:1	lại sẽ bán:1	lại tình:1	lại tình xưa:1	lại việt:1
lại việt nam:1	lại và:1	lại và bảo:1	lại vì:2	lại vì hàng:1	lại vì qua:1	lại vợ:1	lại vợ con:1	lại đăng:1	lại đăng ký:1
lại được:1	lại được có:1	lảng:1	lảng vảng:1	lảng vảng trước:1	lấy:4	lấy chồng:1	lấy chồng tây:1	lấy trộm:1	lấy trộm hài:1
lấy từ:1	lấy từ cục:1	lấy xe:1	lấy xe của:1	lần:15	lần anh:2	lần anh ta:2	lần nhắn:2	lần nhắn tin:2	lần này:2
lần này cô:1	lần này lại:1	lần níu:2	lần níu kéo:2	lần nữa:1	lần nữa tôi:1	lần trò:2	lần trò chuyện:2	lần xuống:1	lần xuống nước:1
lần xảy:1	lần xảy ra:1	lần đứt:1	lần đứt gánh:1	lần ức:1	lần ức chế:1	lậu:1	lậu tiền:1	lậu tiền tỷ:1	lắng:1
lắng vì:1	lắng vì nhiều:1	lễ:1	lễ và:1	lễ và làm:1	lệch:1	lệch hồ:1	lệch hồ sơ:1	lệnh:2	lệnh truy:2
lệnh truy nã:2	lịch:1	lịch NULL:1	lọt:1	lọt qua:1	lọt qua kiểm:1	lớn:3	lớn NULL:2	lớn và:1	lớn và tài:1
lời:7	lời chia:1	lời chia tay:1	lời hứa:1	lời hứa sẽ:1	lời khai:2	lời khai của:2	lời này:1	lời này cục:1	lời vnexpress:1
lời vnexpress cục:1	lời xác:1	lời xác định:1	lừa:20	lừa 8:1	lừa 8 người:1	lừa NULL:2	lừa bệnh:1	lừa bệnh nhân:1	lừa của:1
